,title,category,latitude,longitude,address,link,monday,tuesday,wednesday,thursday,friday,saturday,sunday,date,time
280,Wondrous Brewing Company,Brewery,37.847291,-122.290952,"1306 65th St, Emeryville, CA 94608",https://www.google.com/maps/place/Wondrous+Brewing+Company/data=!4m2!3m1!1s0x80857f77af610ec3:0xa68bd774444844d9!10m1!1e1,2–9 PM,2–9 PM,2–9 PM,2–9 PM,1–9 PM,12–9 PM,12–8 PM,,
281,Takara Sake USA Inc.,Brewery,37.865888,-122.299856,"708 Addison St, Berkeley, CA 94710",https://www.google.com/maps/place/Takara+Sake+USA+Inc./data=!4m2!3m1!1s0x80857edd5741f347:0x97c84782d04a67b2!10m1!1e1,Closed,Closed,Closed,1–5 PM,1–5 PM,Closed,11 AM–5 PM,,
282,Beer Baron Whiskey Bar & Kitchen,Bar & grill,37.847361,-122.25179,"5900 College Ave, Oakland, CA 94618",https://www.google.com/maps/place/Beer+Baron+Whiskey+Bar+%26+Kitchen/data=!4m2!3m1!1s0x80857dc48281b96b:0x39166f8a367b8738!10m1!1e1,12–10 PM,12–10 PM,12–10 PM,12–10 PM,12–10 PM,11 AM–10 PM,11 AM–8 PM,,
283,Westbrae Biergarten,Beer garden,37.881334,-122.290201,"1280 Gilman St, Berkeley, CA 94706",https://www.google.com/maps/place/Westbrae+Biergarten/data=!4m2!3m1!1s0x80857ec9a44ab5ab:0x617b621468206f!10m1!1e1,,,,,,,,,
284,Java Beach Cafe,Cafe,37.760482,-122.509012,"1396 La Playa St, San Francisco, CA 94122",https://www.google.com/maps/place/Java+Beach+Cafe/data=!4m2!3m1!1s0x808587969d812a81:0xe153ea7a8d729785!10m1!1e1,,,,,,,,,
285,Mercury Cafe,Cafe,37.773981,-122.424253,"201 Octavia St, San Francisco, CA 94102",https://www.google.com/maps/place/Mercury+Cafe/data=!4m2!3m1!1s0x808580a1df24f067:0xbca82ad0da23d6b!10m1!1e1,,,,,,,,,
286,Caffe Greco,Cafe,37.798969,-122.408484,"423 Columbus Ave, San Francisco, CA 94133",https://www.google.com/maps/place/Caffe+Greco/data=!4m2!3m1!1s0x808580f3de0660e1:0xe63bbbda3582b728!10m1!1e1,,,,,,,,,
287,Caffe Trieste,Coffee shop,37.798642,-122.407314,"601 Vallejo St., San Francisco, CA 94133",https://www.google.com/maps/place/Caffe+Trieste/data=!4m2!3m1!1s0x808580f3f5da2173:0xee2ded4b4986b7ee!10m1!1e1,,,,,,,,,
288,Le Cafe du Soleil,Cafe,37.771335,-122.430489,"400 Waller St, San Francisco, CA 94117",https://www.google.com/maps/place/Le+Cafe+du+Soleil/data=!4m2!3m1!1s0x808580a6d62e8f4f:0x55c6c5245a6dd48d!10m1!1e1,,,,,,,,,
289,Cafe Suspiro,Coffee shop,37.774532,-122.410952,"1246 Folsom St, San Francisco, CA 94103",https://www.google.com/maps/place/Cafe+Suspiro/data=!4m2!3m1!1s0x808f7e2826c8f61b:0xe7cf6db15a54a0c6!10m1!1e1,,,,,,,,,
290,Stable Cafe,Cafe,37.763225,-122.415358,"2128 Folsom St, San Francisco, CA 94110",https://www.google.com/maps/place/Stable+Cafe/data=!4m2!3m1!1s0x808f7e3ad9e32f0d:0x853feb5942aa54c7!10m1!1e1,,,,,,,,,
291,Another Cafe,Cafe,37.790175,-122.415422,"1191 Pine St, San Francisco, CA 94109",https://www.google.com/maps/place/Another+Cafe/data=!4m2!3m1!1s0x80858092fe51ec27:0xdd963f9b68f30b34!10m1!1e1,,,,,,,,,
292,Duboce Park Cafe,Cafe,37.769184,-122.431601,"2 Sanchez St, San Francisco, CA 94114",https://www.google.com/maps/place/Duboce+Park+Cafe/data=!4m2!3m1!1s0x808580a76eaf035f:0x9a0642648d7836bf!10m1!1e1,,,,,,,,,
293,The Little Spot Cafe,Cafe,37.754101,-122.416306,"1199 S Van Ness Ave, San Francisco, CA 94110",https://www.google.com/maps/place/The+Little+Spot+Cafe/data=!4m2!3m1!1s0x808f7e389d2586b1:0x87395f37956e73e8!10m1!1e1,,,,,,,,,
294,Cavalli Cafe,Cafe,37.799199,-122.40908,"1441 Stockton St, San Francisco, CA 94133",https://www.google.com/maps/place/Cavalli+Cafe/data=!4m2!3m1!1s0x808580f162e4bc6b:0xa4fee5be330c0ccf!10m1!1e1,,,,,,,,,
295,Cafe Réveille,Cafe,37.77352,-122.391691,"610 Long Bridge Street, San Francisco, CA 94158",https://www.google.com/maps/place/Cafe+R%C3%A9veille/data=!4m2!3m1!1s0x80858080115485ad:0xfdddfa12d0dbe0c1!10m1!1e1,,,,,,,,,
296,Barbary Coast Pastry and Coffee,Coffee shop,37.784613,-122.408685,"55 Cyril Magnin St, San Francisco, CA 94102",https://www.google.com/maps/place/Barbary+Coast+Pastry+and+Coffee/data=!4m2!3m1!1s0x808580858d1d5977:0x2bb3e931c6bcc5ea!10m1!1e1,,,,,,,,,
297,Gallery Cafe,Cafe,37.794628,-122.411206,"1200 Mason St, San Francisco, CA 94108",https://www.google.com/maps/place/Gallery+Cafe/data=!4m2!3m1!1s0x808580f2c09929e1:0x98df145b0afa0915!10m1!1e1,,,,,,,,,
298,Réveille Coffee Co.,Coffee shop,37.797272,-122.405578,"200 Columbus Ave, San Francisco, CA 94133",https://www.google.com/maps/place/R%C3%A9veille+Coffee+Co./data=!4m2!3m1!1s0x808580f4eeca4db1:0x8a1d0155b5cdc6bf!10m1!1e1,,,,,,,,,
299,Enter The Cafe,Cafe,37.797561,-122.410495,"1401 Powell St, San Francisco, CA 94133",https://www.google.com/maps/place/Enter+The+Cafe/data=!4m2!3m1!1s0x808580f237b9c8b3:0x16dea2086a54f066!10m1!1e1,,,,,,,,,
300,Pinhole Coffee,Coffee shop,37.739624,-122.419029,"231 Cortland Ave, San Francisco, CA 94110",https://www.google.com/maps/place/Pinhole+Coffee/data=!4m2!3m1!1s0x808f7e5c0e58637b:0xf07030520e4c0629!10m1!1e1,,,,,,,,,
301,Atlas Cafe,Cafe,37.758946,-122.411462,"3049 20th St, San Francisco, CA 94110",https://www.google.com/maps/place/Atlas+Cafe/data=!4m2!3m1!1s0x808f7e376a89427b:0x201b8c1f186aa9fc!10m1!1e1,,,,,,,,,
302,All Star Cafe,Cafe,37.775239,-122.419533,"1500 Market St, San Francisco, CA 94102",https://www.google.com/maps/place/All+Star+Cafe/data=!4m2!3m1!1s0x8085809e91ccf29b:0x6086a31ebbc2c81a!10m1!1e1,,,,,,,,,
303,Bartavelle Cafe,Cafe,37.874509,-122.293529,"1621 San Pablo Ave, Berkeley, CA 94702",https://www.google.com/maps/place/Bartavelle+Cafe/data=!4m2!3m1!1s0x80857ec680788b01:0x915eca2af329c8c8!10m1!1e1,Closed,8 AM–4 PM,8 AM–4 PM,8 AM–9 PM,8 AM–9 PM,8 AM–9 PM,8 AM–4 PM,,
304,Left Bank Brasserie,French restaurant,37.794226,-122.275131,"55 Webster St Suite 66-055, Oakland, CA 94607",https://www.google.com/maps/place/Left+Bank+Brasserie/data=!4m2!3m1!1s0x808f81930383f5b7:0x1daf03b9c7dfa15b!10m1!1e1,,,,,,,,,
305,Ocean Beach,Beach,37.759392,-122.510734,"San Francisco, CA",,,,,,,,,,
306,Pacifica State Beach,Public beach,37.598889,-122.501944,"5000 CA-1, Pacifica, CA 94044",https://www.google.com/maps/place/Pacifica+State+Beach/data=!4m2!3m1!1s0x808f7a84fd8f6945:0x80eded7cc04844c0!10m1!1e1,,,,,,,,,
307,Mile Rock Beach,Public beach,37.787583,-122.50606,"Lands End Trail, San Francisco, CA 94121",https://www.google.com/maps/place/Mile+Rock+Beach/data=!4m2!3m1!1s0x8085864dd306b901:0x240275a1f65d3006!10m1!1e1,,,,,,,,,
308,San Gregorio State Beach,State park,37.323367,-122.401971,"20063 Cabrillo Hwy S, San Gregorio, CA 94074",https://www.google.com/maps/place/San+Gregorio+State+Beach/data=!4m2!3m1!1s0x808f0880ad2b50bf:0x85d50105aa261f9b!10m1!1e1,,,,,,,,,
309,Pomponio State Beach,Public beach,37.299734,-122.405348,"19369 Cabrillo Hwy S, San Gregorio, CA 94074",https://www.google.com/maps/place/Pomponio+State+Beach/data=!4m2!3m1!1s0x808f064bfca7a5e3:0x59ce70910002ab4a!10m1!1e1,,,,,,,,,
310,Robert W. Crown Memorial State Beach,Public beach,37.766182,-122.271969,"8th Street, Otis Dr, Alameda, CA 94501",https://www.google.com/maps/place/Robert+W.+Crown+Memorial+State+Beach/data=!4m2!3m1!1s0x808f86b516428677:0x91da17540e2f2ff3!10m1!1e1,,,,,,,,,
311,Alameda Beach,Public beach,37.75425,-122.250524,"2351 Shore Line Dr, Alameda, CA 94501",https://www.google.com/maps/place/Alameda+Beach/data=!4m2!3m1!1s0x808f86a4507bdc87:0x8da5c5fe74c3de56!10m1!1e1,,,,,,,,,
312,Ocean Beach,Public beach,37.73549,-122.507734,"San Francisco, CA 94116",https://www.google.com/maps/place/Ocean+Beach/data=!4m2!3m1!1s0x808f7d39ff5b0133:0x4fdd6c3317818ff6!10m1!1e1,,,,,,,,,
313,Keller Beach Park,Park,37.920765,-122.386372,"Richmond, CA 94801",https://www.google.com/maps/place/Keller+Beach+Park/data=!4m2!3m1!1s0x808582c47a737315:0x1312411792400a6f!10m1!1e1,,,,,,,,,
314,Cowell Ranch Beach Access,Park,37.420959,-122.43434,"Cowell Ranch Access, Half Moon Bay, CA 94019",https://www.google.com/maps/place/Cowell+Ranch+Beach+Access/data=!4m2!3m1!1s0x808f0b9ccadeb659:0x96f4d5890507b474!10m1!1e1,,,,,,,,,
315,Ocean Beach,Public beach,37.759392,-122.510734,"San Francisco, CA 94121",https://www.google.com/maps/place/Ocean+Beach/data=!4m2!3m1!1s0x808587011d6491f9:0x62d23825376013de!10m1!1e1,,,,,,,,,
316,Anthony Chabot Family Campground,Campground,37.734339,-122.107575,"Castro Valley, CA 94552",https://www.google.com/maps/place/Anthony+Chabot+Family+Campground/data=!4m2!3m1!1s0x808f8e154634edd7:0xbe4190aa3911713c!10m1!1e1,,,,,,,,,
317,Francis Beach Campground,Campground,37.468138,-122.445579,"Kelly Ave, Half Moon Bay, CA 94019",https://www.google.com/maps/place/Francis+Beach+Campground/data=!4m2!3m1!1s0x808f74a7e19597cb:0x7d098bcc34ebb854!10m1!1e1,,,,,,,,,
318,Kirby Cove Campground,Campground,37.827983,-122.490992,"948 Fort Barry, Sausalito, CA 94965",https://www.google.com/maps/place/Kirby+Cove+Campground/data=!4m2!3m1!1s0x808584339c135ccd:0xbcbf06c7b5119c45!10m1!1e1,,,,,,,,,
319,Juniper Campground,Campground,37.878577,-121.933773,"Walnut Creek, CA 94598",https://www.google.com/maps/place/Juniper+Campground/data=!4m2!3m1!1s0x808ff44db7963c7b:0x2485d7078e91accc!10m1!1e1,,,,,,,,,
320,Pantoll Campground,Campground,37.903993,-122.603886,"3801 Panoramic Hwy, Mill Valley, CA 94941",https://www.google.com/maps/place/Pantoll+Campground/data=!4m2!3m1!1s0x808591a06a1c71f1:0x413d9f55ac13ff27!10m1!1e1,,,,,,,,,
321,Anthony Chabot Regional Park,Park,37.750039,-122.10469,"9999 Redwood Rd, Castro Valley, CA 94552",https://www.google.com/maps/place/Anthony+Chabot+Regional+Park/data=!4m2!3m1!1s0x808f8ef22aceba01:0x6807f11b60f3fd56!10m1!1e1,5 AM–10 PM,5 AM–10 PM,5 AM–10 PM,5 AM–10 PM,5 AM–10 PM,5 AM–10 PM,5 AM–10 PM,,
322,Samuel P Taylor State Park,State park,38.024295,-122.721398,"8889 Sir Francis Drake Blvd, Lagunitas, CA 94938",https://www.google.com/maps/place/Samuel+P+Taylor+State+Park/data=!4m2!3m1!1s0x8085c088732516ad:0xca5db80d6eab0268!10m1!1e1,,,,,,,,,
323,Portola Redwoods State Park Campground,Campground,37.253296,-122.216804,"Park Office, 9000 Portola State Park Rd, La Honda, CA 94020",https://www.google.com/maps/place/Portola+Redwoods+State+Park+Campground/data=!4m2!3m1!1s0x808fad03c7b1ef7d:0x1f450685acf3fb0!10m1!1e1,,,,,,,,,
324,Sur La Table,Kitchen supply store,37.869837,-122.300988,"1806 Fourth St, Berkeley, CA 94710",https://www.google.com/maps/place/Sur+La+Table/data=!4m2!3m1!1s0x80857edc982595d9:0x2da6c6aaa377b0c!10m1!1e1,,,,,,,,,
325,The Bar Method Berkeley,Physical fitness program,37.882102,-122.269957,"2095 Rose St #102, Berkeley, CA 94709",https://www.google.com/maps/place/The+Bar+Method+Berkeley/data=!4m2!3m1!1s0x80857ea68bd261bf:0xb8b81f1aa8ed09e1!10m1!1e1,,,,,,,,,
326,Safety Training Seminars,Emergency training school,37.891008,-122.282181,"1700 Solano Ave # F, Berkeley, CA 94707",https://www.google.com/maps/place/Safety+Training+Seminars/data=!4m2!3m1!1s0x808579c3408c6ac5:0x804a7dd11051d1f5!10m1!1e1,,,,,,,,,
327,Berkeley YMCA,Non-profit organization,37.869295,-122.269707,"2001 Allston Way, Berkeley, CA 94704",https://www.google.com/maps/place/Berkeley+YMCA/data=!4m2!3m1!1s0x80857e9c12c73f85:0xf0f80db1f9a28045!10m1!1e1,5 AM–9 PM,5 AM–9 PM,5 AM–9 PM,5 AM–9 PM,5 AM–8 PM,7 AM–5 PM,7 AM–5 PM,,
328,Habitot Children's Museum,Children's museum,37.836574,-122.292702,"5689 Bay St, Emeryville, CA 94608",https://www.google.com/maps/place/Habitot+Children's+Museum/data=!4m2!3m1!1s0x80857e9c59ca26c1:0x46b92b004852c8ed!10m1!1e1,,,,,,,,,
329,Bay Area Discovery Museum,Children's museum,37.83564,-122.476809,"557 McReynolds Rd, Sausalito, CA 94965",https://www.google.com/maps/place/Bay+Area+Discovery+Museum/data=!4m2!3m1!1s0x8085842426b280a3:0x8bc9ddb578e213f2!10m1!1e1,,,,,,,,,
330,Asian Art Museum,Art museum,37.780277,-122.41616,"200 Larkin St, San Francisco, CA 94102",https://www.google.com/maps/place/Asian+Art+Museum/data=!4m2!3m1!1s0x8085809a4d150491:0x549b6422daed131f!10m1!1e1,,,,,,,,,
331,Legion of Honor,Art museum,37.784466,-122.500842,"100 34th Ave, San Francisco, CA 94121",https://www.google.com/maps/place/Legion+of+Honor/data=!4m2!3m1!1s0x808587acd6e2ba69:0xb9ffd88c77154d2c!10m1!1e1,,,,,,,,,
332,The Museum of Art and Digital Entertainment - (The MADE),Museum,37.80199,-122.274356,"921 Washington St, Oakland, CA 94607",https://www.google.com/maps/place/The+Museum+of+Art+and+Digital+Entertainment+-+(The+MADE)/data=!4m2!3m1!1s0x808f80afd6b9327d:0xa404f4a01bc89623!10m1!1e1,,,,,,,,,
333,Museum of Craft and Design,Art museum,37.75684,-122.387789,"2569 3rd St, San Francisco, CA 94107",https://www.google.com/maps/place/Museum+of+Craft+and+Design/data=!4m2!3m1!1s0x8085808e8235cc9f:0x879838e61246f175!10m1!1e1,,,,,,,,,
334,Oakland Museum of California,Museum,37.79875,-122.263365,"1000 Oak St, Oakland, CA 94607",https://www.google.com/maps/place/Oakland+Museum+of+California/data=!4m2!3m1!1s0x808f8735239bd20f:0x6b0555b6c779cad4!10m1!1e1,,,,,,,,,
335,de Young Museum,Art museum,37.771469,-122.468675,"50 Hagiwara Tea Garden Dr, San Francisco, CA 94118",https://www.google.com/maps/place/de+Young+Museum/data=!4m2!3m1!1s0x80858099be62b323:0x6cffe7b6954fe44a!10m1!1e1,,,,,,,,,
336,Museum of 3D Illusions,Museum,37.808448,-122.413216,"55-61 Jefferson St, San Francisco, CA 94133",https://www.google.com/maps/place/Museum+of+3D+Illusions/data=!4m2!3m1!1s0x8085815167529281:0xa0bcd14f999c47e!10m1!1e1,,,,,,,,,
337,Randall Museum,Science museum,37.764426,-122.438319,"199 Museum Way, San Francisco, CA 94114",https://www.google.com/maps/place/Randall+Museum/data=!4m2!3m1!1s0x808f7e39dbeed3dd:0x69aed85f8a91d67b!10m1!1e1,,,,,,,,,
338,The American Bookbinders Museum,Museum,37.781415,-122.402877,"355 Clementina St, San Francisco, CA 94103",https://www.google.com/maps/place/The+American+Bookbinders+Museum/data=!4m2!3m1!1s0x808f7e2578f12beb:0xfb19e8fa3b1e2ad0!10m1!1e1,,,,,,,,,
339,Cartoon Art Museum,Art museum,37.806331,-122.421793,"781 Beach St, San Francisco, CA 94109",https://www.google.com/maps/place/Cartoon+Art+Museum/data=!4m2!3m1!1s0x8085807d56a4045b:0x94f509f113d60751!10m1!1e1,,,,,,,,,
340,International Art Museum of America,Art museum,37.781685,-122.41073,"1023 Market St, San Francisco, CA 94103",https://www.google.com/maps/place/International+Art+Museum+of+America/data=!4m2!3m1!1s0x80858084fb4a03c9:0x17595e9968d9603b!10m1!1e1,,,,,,,,,
341,San Francisco Museum of Modern Art,Modern art museum,37.785718,-122.401051,"151 3rd St, San Francisco, CA 94103",https://www.google.com/maps/place/San+Francisco+Museum+of+Modern+Art/data=!4m2!3m1!1s0x8085807d623572e7:0xc87ca0dcbc7559fd!10m1!1e1,,,,,,,,,
342,Pier 24 Photography,Art museum,37.789431,-122.38774,"24 Pier, San Francisco, CA 94105",https://www.google.com/maps/place/Pier+24+Photography/data=!4m2!3m1!1s0x8085807051ce26d9:0xa48c29e1c42366c7!10m1!1e1,,,,,,,,,
343,GLBT Historical Society Museum,Museum,37.760715,-122.435636,"4127 18th St, San Francisco, CA 94114",https://www.google.com/maps/place/GLBT+Historical+Society+Museum/data=!4m2!3m1!1s0x808f7e04cc0ba189:0x54bf9890be5141ab!10m1!1e1,,,,,,,,,
344,Chabot Space & Science Center,Science museum,37.818747,-122.180722,"10000 Skyline Blvd, Oakland, CA 94619",https://www.google.com/maps/place/Chabot+Space+%26+Science+Center/data=!4m2!3m1!1s0x808f862b98ee2833:0xd5fe4b8bf9d24c03!10m1!1e1,,,,,,,,,
345,Oceanview Diner,Caterer,37.86983,-122.300399,"1807A Fourth St, Berkeley, CA 94710",https://www.google.com/maps/place/Oceanview+Diner/data=!4m2!3m1!1s0x80857edd314a21fd:0x23c3f24958a1705b!10m1!1e1,7 AM–2 PM,7 AM–2 PM,7 AM–2 PM,7 AM–2 PM,7 AM–2 PM,7 AM–3 PM,7 AM–3 PM,,
346,Gilman Grill,Restaurant,37.878784,-122.303607,"1300 Fourth St, Berkeley, CA 94710",https://www.google.com/maps/place/Gilman+Grill/data=!4m2!3m1!1s0x80857ed160e7ac71:0x5cd430bca756374b!10m1!1e1,,,,,,,,,
347,Original Pollo,Restaurant,37.871101,-122.26797,"100 Berkeley Sq Suite A, Berkeley, CA 94704",https://www.google.com/maps/place/Original+Pollo/data=!4m2!3m1!1s0x80857e9e78b4c8a1:0x3387521aa3b84ffd!10m1!1e1,7 AM–5 PM,7 AM–5 PM,7 AM–5 PM,7 AM–5 PM,7 AM–5 PM,7 AM–5 PM,Closed,,
348,Top Dog,Hot dog restaurant,37.870424,-122.266323,"2160 Center St, Berkeley, CA 94704",https://www.google.com/maps/place/Top+Dog/data=!4m2!3m1!1s0x80857e9dec3b548b:0xbd6d935909b8fbb6!10m1!1e1,10 AM–2 AM,10 AM–2 AM,10 AM–2 AM,10 AM–2 AM,10 AM–3 AM,11 AM–3 AM,11 AM–2 AM,,
349,900 Grayson,Restaurant,37.855157,-122.2923,"900 Grayson St, Berkeley, CA 94710",https://www.google.com/maps/place/900+Grayson/data=!4m2!3m1!1s0x80857ef3bffc35e5:0x130a30ffbb947e60!10m1!1e1,,,,,,,,,
350,Jaguar Karaoke Berkeley,Karaoke bar,37.867754,-122.258135,"2516 Durant Ave, Berkeley, CA 94704",https://www.google.com/maps/place/Jaguar+Karaoke+Berkeley/data=!4m2!3m1!1s0x80857c2f1441bb1d:0xc974342904e7c6f4!10m1!1e1,6 PM–2 AM,6 PM–2 AM,6 PM–2 AM,6 PM–2 AM,6 PM–2 AM,6 PM–2 AM,6 PM–2 AM,,
351,Missouri Lounge,Lounge,37.859147,-122.289178,"2600 San Pablo Ave, Berkeley, CA 94702",https://www.google.com/maps/place/Missouri+Lounge/data=!4m2!3m1!1s0x80857ef2a48beb39:0x6258db8c4ccf8202!10m1!1e1,,,,,,,,,
352,Rialto Cinemas Elmwood,Movie theater,37.856712,-122.253165,"2966 College Ave, Berkeley, CA 94705",https://www.google.com/maps/place/Rialto+Cinemas+Elmwood/data=!4m2!3m1!1s0x80857dcde3577dc1:0xc6f0baf3210c80e6!10m1!1e1,,,,,,,,,
353,Berkeley Playhouse,Performing arts theater,37.862275,-122.253779,"2640 College Ave, Berkeley, CA 94704",https://www.google.com/maps/place/Berkeley+Playhouse/data=!4m2!3m1!1s0x80857c32a17864ff:0x3014d1113787a5a8!10m1!1e1,,,,,,,,,
354,AMC Bay Street 16,Movie theater,37.832982,-122.292047,"5614 Bay St Suite 220, Emeryville, CA 94608",https://www.google.com/maps/place/AMC+Bay+Street+16/data=!4m2!3m1!1s0x80857e4116d660db:0x8c178984d5cdda71!10m1!1e1,,,,,,,,,
355,The New Parkway Theater,Movie theater,37.813967,-122.267471,"474 24th St, Oakland, CA 94612",https://www.google.com/maps/place/The+New+Parkway+Theater/data=!4m2!3m1!1s0x808f80ab62a41c17:0xb4d8e65de9690f99!10m1!1e1,,,,,,,,,
356,Shotgun Players at the Ashby Stage,Performing arts theater,37.854581,-122.270892,"1901 Ashby Ave, Berkeley, CA 94703",https://www.google.com/maps/place/Shotgun+Players+at+the+Ashby+Stage/data=!4m2!3m1!1s0x80857e7e745563d1:0x4c3b7c40b6522bee!10m1!1e1,,,,,,,,,
357,Aurora Theatre Company,Performing arts theater,37.871166,-122.268969,"2081 Addison St, Berkeley, CA 94704",https://www.google.com/maps/place/Aurora+Theatre+Company/data=!4m2!3m1!1s0x80857e9e9ab7445d:0x623d411874fc2ccb!10m1!1e1,,,,,,,,,
358,Grand Lake Theatre,Movie theater,37.811505,-122.247728,"3200 Grand Ave, Oakland, CA 94610",https://www.google.com/maps/place/Grand+Lake+Theatre/data=!4m2!3m1!1s0x808f8743f2710a15:0xd13e6b882b59e73d!10m1!1e1,,,,,,,,,
359,Regal Jack London,Movie theater,37.79614,-122.27763,"100 Washington St, Oakland, CA 94607",https://www.google.com/maps/place/Regal+Jack+London/data=!4m2!3m1!1s0x808f80c7f29d8ab3:0x25308d74ff8d776f!10m1!1e1,,,,,,,,,
360,Landmark's Shattuck Cinemas,Movie theater,37.868733,-122.268191,"2230 Shattuck Ave., Berkeley, CA 94704",https://www.google.com/maps/place/Landmark's+Shattuck+Cinemas/data=!4m2!3m1!1s0x80857e9c549ff1e5:0x507f2e42df6bc176!10m1!1e1,,,,,,,,,
361,Regal UA Berkeley,Movie theater,37.867957,-122.268236,"2274 Shattuck Ave., Berkeley, CA 94704",https://www.google.com/maps/place/Regal+UA+Berkeley/data=!4m2!3m1!1s0x80857e9ce202143b:0x1cbe8eae77c02387!10m1!1e1,,,,,,,,,
362,Landmark's California Theatre,Movie theater,37.868887,-122.267177,"Shattuck Avenue between Oxford, 2113 Kittredge St, Berkeley, CA 94704",https://www.google.com/maps/place/Landmark's+California+Theatre/data=!4m2!3m1!1s0x80857e9c549ff1e5:0xe61ac01639ab37a1!10m1!1e1,,,,,,,,,
363,Steamworks Berkeley,Gay sauna,37.86594,-122.299031,"2107 Fourth St, Berkeley, CA 94710",https://www.google.com/maps/place/Steamworks+Berkeley/data=!4m2!3m1!1s0x80857ee804a2ecd5:0x14eff25cd34fe5dd!10m1!1e1,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,
364,Point Emery,Public beach,37.8457,-122.30218,"Emeryville, CA 94608",https://www.google.com/maps/place/Point+Emery/data=!4m2!3m1!1s0x80857e57e7f424dd:0x22f4befc63e3a5b0!10m1!1e1,5 AM–10 PM,5 AM–10 PM,5 AM–10 PM,5 AM–10 PM,5 AM–10 PM,5 AM–10 PM,5 AM–10 PM,,
365,Seabreeze,Seafood restaurant,37.865997,-122.305705,"598 University Ave, Berkeley, CA 94710",https://www.google.com/maps/place/Seabreeze/data=!4m2!3m1!1s0x80857eddaf506f4d:0x488426f2337e78ed!10m1!1e1,,,,,,,,,
366,Old Faithful Geyser of California,Tourist attraction,38.596272,-122.60235,"1299 Tubbs Ln, Calistoga, CA 94515",https://www.google.com/maps/place/Old+Faithful+Geyser+of+California/data=!4m2!3m1!1s0x8084424617df91fd:0x31e8d46eda45e2b6!10m1!1e1,9 AM–6 PM,9 AM–6 PM,9 AM–6 PM,9 AM–6 PM,9 AM–6 PM,9 AM–7 PM,9 AM–6 PM,,
367,California Magic Club,Dinner theater,38.016403,-122.137749,"514 Main St, Martinez, CA 94553",https://www.google.com/maps/place/California+Magic+Club/data=!4m2!3m1!1s0x80856f8430ec8193:0x65705ca957b76bd9!10m1!1e1,,,,,,,,,
368,San Francisco Magic Theater (w/Jay Alexander) at the Marrakech,Performing arts theater,37.785803,-122.411811,"419 O'Farrell St, San Francisco, CA 94102",https://www.google.com/maps/place/San+Francisco+Magic+Theater+(w%2FJay+Alexander)+at+the+Marrakech/data=!4m2!3m1!1s0x8085808fcecd09ab:0xd0ccb745ddf7c09a!10m1!1e1,,,,,,,,,
369,The Magic Patio,Magician,37.744567,-122.420916,"3264 Mission St, San Francisco, CA 94110",https://www.google.com/maps/place/The+Magic+Patio/data=!4m2!3m1!1s0x808f7f8991090f37:0xced7c5cff3139c39!10m1!1e1,9 AM–8 PM,9 AM–8 PM,9 AM–8 PM,9 AM–8 PM,9 AM–8 PM,9 AM–8 PM,Closed,,
